"B_COUNTRY_ALPHA","Q121","country"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",1,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",2,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",1,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",2,"CHN"
"CHN",5,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",5,"CHN"
"CHN",1,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",1,"CHN"
"CHN",5,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",1,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",5,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",5,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",1,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",2,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",5,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",4,"CHN"
"CHN",3,"CHN"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",5,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",4,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",1,"COL"
"COL",5,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",5,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",2,"COL"
"COL",1,"COL"
"COL",2,"COL"
"COL",2,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
"COL",1,"COL"
"COL",4,"COL"
"COL",3,"COL"
"COL",3,"COL"
"COL",1,"COL"
